Freezing_Time_Value
0.234508
0.216735
0.274471
0.332387
0.29265
0.358823
0.3821
0.284064
0.259541
0.37319
0.656812
0.334988
0.179944
0.248643
0.245276
0.225515
0.309831
0.372264
0.192789
0.330777
0.207976
0.262411
0.447325
0.320253
0.31961
0.326223
0.350954
0.453318
0.360518
0.312237
0.193479
0.303271
0.357104
0.325543
0.289615
0.251813
0.26573
0.314754
0.233491
0.420019
0.223784
0.348191
0.275359
0.252844
0.598726
0.192288
0.269007
0.287748
0.370592
0.480705
0.425651
0.3094
0.274532
0.295489
0.276879
0.381703
0.430461
0.405281
0.366003
0.241871
0.27406
0.262525
0.196456
0.307257
0.377249
0.260688
0.436931
0.188333
0.247988
0.283491
0.330112
0.29256
0.328988
0.192745
0.198428
0.300463
0.247644
0.300785
0.293734
0.291356
0.377393
0.169536
0.155596
0.265856
0.277094
0.35768
0.282433
0.241838
0.348309
0.439921
0.4951
0.275872
0.417874
0.230383
0.254089
0.353615
0.43489
0.371049
0.424387
0.349394
