Freezing_Time_Value
0.459734
0.230879
0.469363
0.25945
0.334861
0.275872
0.274148
0.302575
0.255422
0.227826
0.170922
0.441212
0.393151
0.120868
0.2614
0.190528
0.468091
0.303002
0.234178
0.136223
0.332765
0.437623
0.178859
0.345892
0.243423
0.170991
0.556999
0.40591
0.455462
0.36085
0.389045
0.279791
0.439686
0.320832
0.344493
0.397717
0.351457
0.250149
0.459833
0.277301
0.304976
0.334333
0.302667
0.270748
0.331103
0.242359
0.340249
0.279633
0.357349
0.246136
0.268319
0.287312
0.286217
0.369908
0.292217
0.495418
0.213285
0.294271
0.402455
0.370832
0.389797
0.303363
0.505984
0.288189
0.393758
0.221045
0.300802
0.271366
0.397425
0.406778
0.387844
0.248872
0.334611
0.269108
0.22611
0.541149
0.306811
0.273244
0.188142
0.306057
0.283503
0.221905
0.233644
0.310429
0.330376
0.533675
0.29992
0.309202
0.359761
0.124841
0.294907
0.387242
0.394019
0.348368
0.303094
0.360235
0.353297
0.299044
0.324012
0.316659
