0.82, 0x3bed54b0,  0.0938306,266.683,  0.0995034,0, 0, 1
0.83, 0x3bedb6e0,  0.103806,266.617,  0.107684,0.0995034, 1, 1
0.85, 0x3bed85c0,  0.122679,266.483,  0.125346,0.105639, 1, 1
0.85, 0x3bed0f30,  0.116935,266.483,  0.125346,0.105347, 1, 1
0.86, 0x3bed23f0,  0.129096,266.417,  0.134841,0.125346, 1, 1
0.88, 0x3beeac50,  0.150966,266.283,  0.155194,0.134841, 1, 1
0.88, 0x3befd2f0,  0.146747,266.283,  0.155194,0.125789, 1, 1
0.88, 0x3bee1920,  0.153936,266.283,  0.155194,0.125678, 1, 1
0.88, 0x3bf06730,  0.152572,266.283,  0.155194,0.134841, 0, 1
0.88, 0x3bef70d0,  0.14846,266.283,  0.155194,0.141776, 1, 1
0.89, 0x3bf0c950,  0.155223,266.217,  0.166062,0.155194, 0, 1
0.9, 0x3bede7f0,  0.172902,266.15,  0.192805,0.145704, 1, 1
0.9, 0x3bf03510,  0.180183,266.15,  0.192805,0.166062, 1, 1
0.9, 0x3befa1e0,  0.174751,266.15,  0.192805,0.166062, 0, 1
0.91, 0x3beeddf0,  0.195176,266.083,  0.20545,0.192805, 0, 1
0.91, 0x3bf09840,  0.192843,266.083,  0.20545,0.180268, 1, 1
0.92, 0x3bef0eb0,  0.21057,266.017,  0.218594,0.157005, 1, 1
0.92, 0x3bee4a30,  0.207535,266.017,  0.218594,0.155776, 1, 1
0.92, 0x3bee7b40,  0.212336,266.017,  0.218594,0.20545, 0, 1
0.96, 0x3bf0fa60,  0.267268,265.75,  0.276213,0.218594, 1, 1
0.96, 0x3bef3fc0,  0.264931,265.75,  0.276213,0.218594, 0, 1
0.98, 0x3bf00400,  0.294271,265.617,  0.308077,0.276213, 0, 1
