0.74, 0x17a64950,  0.0391537,267.217,  0.0425902,0, 0, 1
0.86, 0x17a552f0,  0.128589,266.417,  0.134841,0.0425902, 1, 1
0.89, 0x17a5e730,  0.157655,266.217,  0.166062,0.134841, 0, 1
0.9, 0x17a42c50,  0.17172,266.15,  0.192805,0.162439, 1, 1
0.9, 0x17a2d4b0,  0.169774,266.15,  0.192805,0.186119, 1, 1
0.9, 0x17a336e0,  0.170097,266.15,  0.192805,0.178314, 1, 1
0.9, 0x17a48eb0,  0.180736,266.15,  0.192805,0.142733, 1, 1
0.91, 0x17a28f30,  0.203184,266.083,  0.20545,0.192805, 1, 1
0.92, 0x17a305c0,  0.210808,266.017,  0.218594,0.202289, 1, 1
0.92, 0x17a521e0,  0.213156,266.017,  0.218594,0.218594, 0, 1
0.93, 0x17a58400,  0.228015,265.95,  0.23224,0.218594, 0, 1
0.93, 0x17a2a3f0,  0.220556,265.95,  0.23224,0.212272, 1, 1
0.93, 0x17a4f0d0,  0.229131,265.95,  0.23224,0.201084, 1, 1
0.94, 0x17a67a60,  0.238339,265.883,  0.24639,0.23224, 1, 1
0.96, 0x17a45df0,  0.266351,265.75,  0.276213,0.24639, 0, 1
0.96, 0x17a39920,  0.261919,265.75,  0.276213,0.219221, 1, 1
0.96, 0x17a3ca30,  0.264712,265.75,  0.276213,0.230215, 1, 1
0.96, 0x17a3fb40,  0.269833,265.75,  0.276213,0.261047, 0, 1
0.97, 0x17a61840,  0.289268,265.683,  0.291889,0.257007, 1, 1
0.98, 0x17a4bfc0,  0.294457,265.617,  0.308077,0.291889, 0, 1
1, 0x17a367f0,  0.331104,265.483,  0.362778,0.252084, 1, 1
1.02, 0x17a5b510,  0.389797,265.35,  0.400448,0.31569, 1, 1
