0.55, 0x4b6ab5c0,  0.00135694,268.483,  0.00163696,0, 0, 1
0.58, 0x4b6a53f0,  0.00245811,268.283,  0.00295746,0.00163696, 1, 1
0.7, 0x4b6ca0d0,  0.0215671,267.483,  0.0275674,0.00251729, 1, 1
0.77, 0x4b6d9730,  0.0534713,267.017,  0.0571158,0.0275674, 0, 1
0.77, 0x4b6bdc50,  0.0540844,267.017,  0.0571158,0.0169656, 1, 1
0.78, 0x4b6b17f0,  0.059351,266.95,  0.0626368,0.0432461, 1, 1
0.81, 0x4b6df950,  0.088634,266.75,  0.0917459,0.0626368, 0, 1
0.81, 0x4b6cd1e0,  0.0893464,266.75,  0.0917459,0.0626368, 0, 1
0.81, 0x4b6bab40,  0.0897976,266.75,  0.0917459,0.0917459, 0, 1
0.82, 0x4b6b7a30,  0.0939326,266.683,  0.0995034,0.0844686, 1, 1
0.83, 0x4b6c3eb0,  0.100896,266.617,  0.107684,0.0969176, 1, 1
0.86, 0x4b6a3f30,  0.128816,266.417,  0.134841,0.0699695, 1, 1
0.87, 0x4b6dc840,  0.142607,266.35,  0.144789,0.120476, 1, 1
0.87, 0x4b6a84b0,  0.144517,266.35,  0.144789,0.119217, 1, 1
0.87, 0x4b6ae6e0,  0.143252,266.35,  0.144789,0.132467, 1, 1
0.88, 0x4b6e2a60,  0.146644,266.283,  0.155194,0.129693, 1, 1
0.88, 0x4b6d6510,  0.147441,266.283,  0.155194,0.103192, 1, 1
0.9, 0x4b6b4920,  0.173979,266.15,  0.192805,0.106844, 1, 1
0.9, 0x4b6c0df0,  0.190528,266.15,  0.192805,0.155194, 0, 1
0.9, 0x4b6d02f0,  0.168731,266.15,  0.192805,0.130576, 1, 1
0.9, 0x4b6c6fc0,  0.179137,266.15,  0.192805,0.155194, 0, 1
0.9, 0x4b6d3400,  0.185,266.15,  0.192805,0.166062, 0, 1
