0.6, 0x402811e0,  0.00492032,268.15,  0.00565032,0, 0, 1
0.74, 0x40268920,  0.0413604,267.217,  0.0425902,0.00565032, 1, 1
0.74, 0x40290840,  0.0405579,267.217,  0.0425902,0.0302769, 1, 1
0.76, 0x4028d730,  0.0498296,267.083,  0.0519413,0.0425902, 0, 1
0.76, 0x40274df0,  0.0486931,267.083,  0.0519413,0.0425902, 0, 1
0.82, 0x402593f0,  0.0983568,266.683,  0.0995034,0.0496036, 1, 1
0.84, 0x40293950,  0.110387,266.55,  0.116296,0.0995034, 0, 1
0.84, 0x40287400,  0.108868,266.55,  0.116296,0.116296, 0, 1
0.85, 0x40271c50,  0.119937,266.483,  0.125346,0.052365, 1, 1
0.87, 0x40257f30,  0.137564,266.35,  0.144789,0.109832, 1, 1
0.87, 0x4025f5c0,  0.135468,266.35,  0.144789,0.118885, 1, 1
0.88, 0x4025c4b0,  0.153709,266.283,  0.155194,0.142302, 1, 1
0.88, 0x4026ba30,  0.14691,266.283,  0.155194,0.139815, 1, 1
0.9, 0x40277eb0,  0.178603,266.15,  0.192805,0.129262, 1, 1
0.9, 0x402626e0,  0.171535,266.15,  0.192805,0.124442, 1, 1
0.9, 0x4027e0d0,  0.175868,266.15,  0.192805,0.113839, 1, 1
0.95, 0x402657f0,  0.256792,265.817,  0.261047,0.159394, 1, 1
0.96, 0x402842f0,  0.274463,265.75,  0.276213,0.120347, 1, 1
0.98, 0x40296a60,  0.292224,265.617,  0.308077,0.182567, 1, 1
0.99, 0x4026eb40,  0.3109,265.55,  0.324778,0.308077, 0, 1
1, 0x4028a510,  0.344493,265.483,  0.362778,0.303534, 1, 1
1, 0x4027afc0,  0.341291,265.483,  0.362778,0.324778, 0, 1
