0.72, 0x439286e0,  0.0332221,267.35,  0.0344963,0, 0, 1
0.73, 0x4394d400,  0.0365316,267.283,  0.0383918,0.0344963, 0, 1
0.79, 0x43931a30,  0.066213,266.883,  0.0685144,0.0383918, 1, 1
0.81, 0x439224b0,  0.0877491,266.75,  0.0917459,0.0600099, 1, 1
0.82, 0x4391df30,  0.0954193,266.683,  0.0995034,0.0802486, 1, 1
0.83, 0x4393deb0,  0.101236,266.617,  0.107684,0.076547, 1, 1
0.84, 0x4392e920,  0.108411,266.55,  0.116296,0.0873419, 1, 1
0.86, 0x4392b7f0,  0.129601,266.417,  0.134841,0.100152, 1, 1
0.87, 0x43937c50,  0.139732,266.35,  0.144789,0.134841, 1, 1
0.87, 0x43934b40,  0.141493,266.35,  0.144789,0.134841, 0, 1
0.87, 0x43959950,  0.141207,266.35,  0.144789,0.134841, 0, 1
0.87, 0x43940fc0,  0.139767,266.35,  0.144789,0.134841, 0, 1
0.87, 0x43950510,  0.138503,266.35,  0.144789,0.141473, 1, 1
0.87, 0x439471e0,  0.136561,266.35,  0.144789,0.134841, 0, 1
0.88, 0x4395ca60,  0.146322,266.283,  0.155194,0.0838982, 1, 1
0.88, 0x439255c0,  0.150041,266.283,  0.155194,0.13098, 1, 1
0.9, 0x4393adf0,  0.187871,266.15,  0.192805,0.155194, 0, 1
0.9, 0x4391f3f0,  0.179569,266.15,  0.192805,0.128945, 1, 1
0.9, 0x439440d0,  0.188151,266.15,  0.192805,0.151725, 1, 1
0.9, 0x43956840,  0.179617,266.15,  0.192805,0.138759, 1, 1
0.95, 0x4394a2f0,  0.257905,265.817,  0.261047,0.12403, 1, 1
0.99, 0x43953730,  0.316659,265.55,  0.324778,0.261047, 0, 1
