0.0995034,0,0.125346,0.0995034,0.155194,0.125346,0.192805,0.155194,0.20545,0.170318,0.23224,0.192886,0.23224,0.222131,0.261047,0.23224,0.276213,0.261047,0.276213,0.261047,0.291889,0.261483,0.291889,0.228881,0.308077,0.276977,0.324778,0.247167,0.324778,0.308077,0.362778,0.293421,0.362778,0.31238,0.400448,0.362778,0.42007,0.400448,0.42007,0.273058,0.440215,0.400448,0.460881,0.440215
0.00201005,0,0.0158377,0.00201005,0.0344963,0.013582,0.0344963,0.0263747,0.0571158,0.0344963,0.0626368,0.045806,0.0685144,0.0439019,0.0844033,0.0425468,0.0844033,0.0665552,0.0844033,0.0586718,0.0917459,0.0844033,0.0917459,0.0679543,0.107684,0.0917459,0.107684,0.0701562,0.134841,0.107684,0.134841,0.107684,0.155194,0.086121,0.155194,0.120476,0.192805,0.126301,0.192805,0.155194,0.20545,0.192805,0.23224,0.20545
0.0275674,0,0.107684,0.0275674,0.134841,0.0856097,0.144789,0.134841,0.192805,0.143368,0.192805,0.144789,0.192805,0.192805,0.192805,0.192805,0.20545,0.178314,0.20545,0.181475,0.20545,0.199127,0.23224,0.201235,0.23224,0.20545,0.23224,0.219095,0.23224,0.23224,0.24639,0.181791,0.24639,0.23224,0.24639,0.19416,0.261047,0.24639,0.291889,0.261047,0.381351,0.291889,0.482066,0.278401
0.0344963,0,0.0626368,0.0344963,0.0626368,0.0626368,0.0685144,0.0556017,0.0844033,0.0665552,0.0844033,0.0685144,0.0917459,0.0821335,0.0917459,0.0771478,0.125346,0.0917459,0.134841,0.0925024,0.134841,0.116946,0.134841,0.124067,0.134841,0.131676,0.134841,0.111458,0.192805,0.124067,0.192805,0.134841,0.192805,0.134841,0.20545,0.192805,0.218594,0.20545,0.24639,0.218594,0.261047,0.24639,0.261047,0.18818
0.0179994,0,0.0383918,0.0179994,0.0571158,0.0383918,0.0844033,0.0473367,0.0917459,0.0775814,0.0995034,0.089648,0.144789,0.0957284,0.155194,0.133467,0.155194,0.141271,0.166062,0.155194,0.192805,0.130843,0.192805,0.143988,0.192805,0.166062,0.192805,0.158971,0.192805,0.171353,0.20545,0.18389,0.218594,0.188698,0.24639,0.218594,0.261047,0.24639,0.291889,0.233414,0.308077,0.291889,0.362778,0.308077
0.00665438,0,0.0519413,0.00665438,0.0519413,0.0368457,0.0571158,0.0519413,0.0685144,0.0571158,0.0917459,0.0668351,0.0917459,0.0817948,0.0995034,0.0917459,0.0995034,0.0995034,0.0995034,0.0956247,0.0995034,0.097564,0.107684,0.0995034,0.107684,0.0836494,0.107684,0.0685537,0.107684,0.0995034,0.134841,0.107684,0.144789,0.0918619,0.192805,0.126378,0.218594,0.166062,0.261047,0.218594,0.276213,0.246896,0.276213,0.130203
0.0383918,0,0.0383918,0,0.0425902,0.0383918,0.0519413,0.0425902,0.0519413,0.0485539,0.0571158,0.04807,0.0571158,0.0519413,0.0571158,0.055391,0.0685144,0.0524348,0.0844033,0.0656648,0.0844033,0.0685144,0.0844033,0.0582455,0.0995034,0.079107,0.107684,0.0918842,0.116296,0.107684,0.155194,0.116296,0.155194,0.0787326,0.192805,0.155194,0.192805,0.144789,0.20545,0.122072,0.261047,0.20545,0.276213,0.203015
0.0571158,0,0.0685144,0.0571158,0.0844033,0.0656648,0.0844033,0.0844033,0.0844033,0.0804311,0.0917459,0.0844033,0.0917459,0.0844033,0.0917459,0.0892984,0.107684,0.0813821,0.116296,0.099715,0.116296,0.102371,0.125346,0.0950341,0.125346,0.125346,0.144789,0.125346,0.155194,0.120627,0.155194,0.0989042,0.166062,0.122832,0.166062,0.155194,0.192805,0.166062,0.23224,0.192805,0.23224,0.192805,0.308077,0.180447
0.0383918,0,0.0425902,0.0370933,0.0571158,0.0425902,0.0917459,0.0571158,0.144789,0.0867988,0.144789,0.0917459,0.144789,0.131528,0.155194,0.144789,0.155194,0.148257,0.166062,0.155194,0.192805,0.133507,0.192805,0.158971,0.192805,0.0987332,0.192805,0.171398,0.192805,0.180268,0.20545,0.159394,0.20545,0.192805,0.218594,0.20545,0.24639,0.209998,0.24639,0.209998,0.24639,0.218594,0.261047,0.24639
0.0275674,0,0.0626368,0.0275674,0.0685144,0.0626368,0.0917459,0.0685144,0.0995034,0.0703531,0.0995034,0.0786608,0.107684,0.0872145,0.116296,0.0958465,0.125346,0.10435,0.125346,0.102515,0.125346,0.0867196,0.134841,0.102415,0.134841,0.125346,0.144789,0.113512,0.166062,0.144789,0.166062,0.144789,0.166062,0.166062,0.166062,0.158971,0.192805,0.166062,0.218594,0.117186,0.23224,0.148394,0.23224,0.218594
