0.74, 0x103e14b0,  0.039289,267.217,  0.0425902,0, 0, 1
0.76, 0x1040f510,  0.0491259,267.083,  0.0519413,0.0425902, 1, 1
0.79, 0x104061e0,  0.0644207,266.883,  0.0685144,0.0519413, 0, 1
0.8, 0x103f0a30,  0.0817248,266.817,  0.0844033,0.0620334, 1, 1
0.81, 0x104092f0,  0.086628,266.75,  0.0917459,0.0844033, 1, 1
0.82, 0x103dcf30,  0.0990139,266.683,  0.0995034,0.0826258, 1, 1
0.82, 0x103ea7f0,  0.0970189,266.683,  0.0995034,0.0838378, 1, 1
0.84, 0x103de3f0,  0.110716,266.55,  0.116296,0.0995034, 1, 1
0.84, 0x103e76e0,  0.116066,266.55,  0.116296,0.0875338, 1, 1
0.86, 0x103e45c0,  0.126767,266.417,  0.134841,0.1079, 1, 1
0.87, 0x10418950,  0.138137,266.35,  0.144789,0.134841, 0, 1
0.88, 0x1041ba60,  0.154047,266.283,  0.155194,0.12466, 1, 1
0.88, 0x10415840,  0.153063,266.283,  0.155194,0.119364, 1, 1
0.88, 0x103fceb0,  0.145823,266.283,  0.155194,0.114191, 1, 1
0.89, 0x103ed920,  0.160392,266.217,  0.166062,0.121822, 1, 1
0.9, 0x103fffc0,  0.177554,266.15,  0.192805,0.166062, 0, 1
0.9, 0x103f3b40,  0.169203,266.15,  0.192805,0.155194, 0, 1
0.9, 0x103f9df0,  0.182357,266.15,  0.192805,0.166062, 0, 1
0.91, 0x1040c400,  0.196017,266.083,  0.20545,0.192805, 0, 1
0.93, 0x103f6c50,  0.221434,265.95,  0.23224,0.130087, 1, 1
0.94, 0x104030d0,  0.237898,265.883,  0.24639,0.186629, 1, 1
0.97, 0x10412730,  0.279633,265.683,  0.291889,0.24639, 0, 1
